"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.564308250E0,-4.051325226E0,-8.774004364E0,7.749385071E-1,9.695200790E0
1.574266250E0,-4.008813629E0,-8.769813080E0,7.885601807E-1,9.674814485E0
1.584223250E0,-3.989952850E0,-8.803493042E0,7.975415039E-1,9.698313562E0
1.594180250E0,-4.019142151E0,-8.899593201E0,7.949967957E-1,9.797361005E0
1.604137250E0,-4.069287872E0,-8.994046783E0,7.714956665E-1,9.901877948E0
1.614095250E0,-4.080065460E0,-9.035809937E0,7.500901794E-1,9.942606834E0
1.624052250E0,-4.080215149E0,-9.019643555E0,7.304809570E-1,9.926516405E0
1.634009250E0,-4.041445770E0,-8.958720245E0,6.878196716E-1,9.852159573E0
1.643966250E0,-3.997736664E0,-8.913364563E0,6.575825500E-1,9.790933616E0
1.653923250E0,-3.989503784E0,-8.911717987E0,6.460565186E-1,9.785307709E0
1.663880250E0,-3.981270905E0,-8.895850983E0,6.405180359E-1,9.767136022E0
1.673838250E0,-3.967499542E0,-8.882977753E0,6.423143005E-1,9.749918668E0
1.683795250E0,-3.971690826E0,-8.896300049E0,6.677613831E-1,9.765469156E0
1.693752250E0,-3.956123199E0,-8.886719971E0,7.078779602E-1,9.753245296E0
1.703709250E0,-3.948788452E0,-8.857380981E0,7.352709961E-1,9.725572041E0
1.713667250E0,-3.929777985E0,-8.828640747E0,7.702981567E-1,9.694401049E0
1.723624250E0,-3.969744873E0,-8.810378723E0,7.815248108E-1,9.694969243E0
1.733581250E0,-4.110751648E0,-8.844058685E0,7.815248108E-1,9.783988664E0
1.743538250E0,-4.250111847E0,-8.839118958E0,7.783813477E-1,9.838666179E0
1.753495250E0,-4.344864807E0,-8.778794403E0,7.881111145E-1,9.826810291E0
1.763452250E0,-4.384682007E0,-8.741521912E0,7.914042664E-1,9.811521918E0
1.773410250E0,-4.399650879E0,-8.713979187E0,7.795788574E-1,9.792757749E0
1.783367250E0,-4.402045898E0,-8.672216034E0,7.705975342E-1,9.755980709E0
1.793324250E0,-4.391717377E0,-8.628057861E0,7.494914246E-1,9.710422307E0
1.803281250E0,-4.398902435E0,-8.613238678E0,7.135661316E-1,9.697803864E0
1.813238250E0,-4.416416016E0,-8.641529846E0,6.810836792E-1,9.728547861E0
1.823196250E0,-4.417314148E0,-8.682544556E0,6.589297485E-1,9.763884097E0
1.833153250E0,-4.416266327E0,-8.732241211E0,6.460565186E-1,9.806774896E0
1.843110250E0,-4.413871307E0,-8.744964752E0,6.472540283E-1,9.817107833E0
1.853067250E0,-4.394112396E0,-8.765472107E0,6.596781921E-1,9.827354696E0
1.863025250E0,-4.376149750E0,-8.739725647E0,6.746470642E-1,9.797379225E0
1.872982250E0,-4.339925079E0,-8.738977203E0,7.038363647E-1,9.782640640E0
1.882939250E0,-4.304598541E0,-8.759933624E0,7.156617737E-1,9.786632591E0
1.892896250E0,-4.248914337E0,-8.741970978E0,7.149133301E-1,9.746098229E0
1.902853250E0,-4.208648071E0,-8.722960510E0,7.342231750E-1,9.712972888E0
1.912811250E0,-4.149820404E0,-8.685388641E0,7.747888184E-1,9.656981047E0
1.922768250E0,-4.099824371E0,-8.679850159E0,8.237370300E-1,9.634671834E0
1.932725250E0,-4.085903320E0,-8.729546814E0,8.975335693E-1,9.680142562E0
1.942682250E0,-4.067491608E0,-8.733738098E0,9.879455566E-1,9.684973184E0
1.952639250E0,-4.064647522E0,-8.732540588E0,1.069376221E0,9.691346145E0
1.962596250E0,-4.058659973E0,-8.743318176E0,1.105900269E0,9.702646490E0
1.972554250E0,-4.028722229E0,-8.769064636E0,1.104553070E0,9.713245332E0
1.982511250E0,-3.984114990E0,-8.808732147E0,1.068627777E0,9.726710627E0
1.992468250E0,-3.967948608E0,-8.879534912E0,9.903405762E-1,9.776069296E0
2.002425250E0,-3.942950592E0,-8.919651489E0,9.134005737E-1,9.794965169E0
2.012383250E0,-3.924838257E0,-8.970096588E0,8.701405334E-1,9.829757509E0
2.022340250E0,-3.908522186E0,-9.015901337E0,8.265811157E-1,9.861351780E0
2.032297250E0,-3.886368256E0,-9.034462738E0,8.018824768E-1,9.867542282E0
2.042254250E0,-3.881578217E0,-9.051527252E0,7.940986633E-1,9.880657252E0
2.052211250E0,-3.845203857E0,-9.047485657E0,7.909552002E-1,9.862464172E0
2.062169250E0,-3.832929382E0,-9.039103088E0,7.990383911E-1,9.850644377E0
2.072126250E0,-3.820505219E0,-9.053173828E0,8.351133728E-1,9.861725550E0
2.082083250E0,-3.800147552E0,-9.082512817E0,8.761280823E-1,9.884369525E0
2.092040250E0,-3.742367706E0,-9.065747681E0,9.175918579E-1,9.850638146E0
2.101997250E0,-3.711980896E0,-9.011710052E0,9.452842712E-1,9.792000950E0
2.111955250E0,-3.717669067E0,-8.998238068E0,9.638456726E-1,9.783575527E0
2.121912250E0,-3.717220001E0,-9.049581299E0,9.425898743E-1,9.828586973E0
2.131869250E0,-3.755989380E0,-9.080566864E0,8.952882385E-1,9.867405526E0
2.141826250E0,-3.763623505E0,-9.094637604E0,8.484356689E-1,9.879126384E0
2.151783250E0,-3.746708679E0,-9.002129974E0,8.189469910E-1,9.785031639E0
2.161740250E0,-3.741918640E0,-8.944799194E0,7.882608032E-1,9.727936206E0
2.171698250E0,-3.740272064E0,-8.895401917E0,7.569758606E-1,9.679401987E0
2.181655250E0,-3.762725372E0,-8.898695068E0,7.225474548E-1,9.688495805E0
2.191612250E0,-3.848497009E0,-8.993298340E0,6.643185425E-1,9.804675588E0
2.201569250E0,-3.940106506E0,-9.075627136E0,6.236032104E-1,9.913643536E0
2.211526250E0,-3.973187714E0,-9.065597992E0,5.881269836E-1,9.915502050E0
2.221484250E0,-3.957620087E0,-8.948691101E0,5.713618469E-1,9.801442931E0
2.231441250E0,-3.973487091E0,-8.841963043E0,5.643264771E-1,9.710168613E0
2.241398250E0,-4.026476898E0,-8.783883820E0,5.502557373E-1,9.678425107E0
2.251355250E0,-4.100722504E0,-8.797655182E0,5.303471375E-1,9.720901699E0
2.261313250E0,-4.174968109E0,-8.893905029E0,4.885839844E-1,9.837205888E0
2.271270250E0,-4.159999237E0,-8.974587250E0,4.610412598E-1,9.902594054E0
2.281227250E0,-4.054319000E0,-9.000932465E0,4.635859680E-1,9.882772877E0
2.291184250E0,-3.964206390E0,-8.989705811E0,5.102888489E-1,9.838197882E0
2.301141250E0,-3.904630280E0,-8.926686859E0,5.751040649E-1,9.760257199E0
2.311099250E0,-3.888314209E0,-8.902586975E0,6.472540283E-1,9.736220006E0
2.321056250E0,-3.880380707E0,-8.890462189E0,7.069798279E-1,9.726124245E0
2.331013250E0,-3.912114716E0,-8.847351837E0,7.604187012E-1,9.703530939E0
2.340970250E0,-3.991150360E0,-8.855734406E0,7.860154724E-1,9.745313406E0
2.350927250E0,-4.104315033E0,-8.888216858E0,8.045768738E-1,9.823092423E0
2.360884250E0,-4.182602234E0,-8.887019348E0,7.873626709E-1,9.853588905E0
2.370842250E0,-4.188889160E0,-8.864566040E0,7.538323975E-1,9.833391417E0
2.380799250E0,-4.192332001E0,-8.852890320E0,6.972500610E-1,9.820156428E0
2.390756250E0,-4.212240601E0,-8.878636780E0,6.111790466E-1,9.846151622E0
2.400713250E0,-4.224964142E0,-8.913514252E0,5.442681885E-1,9.879133878E0
2.410671500E0,-4.209695892E0,-8.915011139E0,4.848417664E-1,9.870867979E0
2.420628500E0,-4.174369354E0,-8.898994446E0,4.206253052E-1,9.838413861E0
2.430585500E0,-4.130959625E0,-8.871002655E0,3.585044861E-1,9.792243920E0
