"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.431024417E0,4.527784424E0,-8.838520203E0,5.218148804E-1,9.944473939E0
2.440982417E0,4.466711426E0,-8.839118958E0,5.140310669E-1,9.916943221E0
2.450939417E0,4.373605042E0,-8.913514252E0,5.122348022E-1,9.941908361E0
2.460896417E0,4.347708893E0,-8.926836548E0,5.159770203E-1,9.942696599E0
2.470853417E0,4.289330292E0,-8.872349854E0,5.164260864E-1,9.868315063E0
2.480811417E0,4.248315582E0,-8.847501526E0,5.295986938E-1,9.828883116E0
2.490768417E0,4.221970367E0,-8.856033783E0,5.301974487E-1,9.825246943E0
2.500725417E0,4.195026398E0,-8.857680359E0,5.203179932E-1,9.814656318E0
2.510682417E0,4.174369354E0,-8.848549347E0,5.162763977E-1,9.797383649E0
2.520639417E0,4.172423401E0,-8.844807129E0,5.001100159E-1,9.792335789E0
2.530597417E0,4.190984802E0,-8.851543121E0,4.875361633E-1,9.805705520E0
2.540554417E0,4.208049316E0,-8.874445496E0,4.852908325E-1,9.833563398E0
2.550511417E0,4.218976593E0,-8.881480865E0,4.649331665E-1,9.843608521E0
2.560468417E0,4.201013947E0,-8.891210632E0,4.507127380E-1,9.844048286E0
2.570426417E0,4.181255035E0,-8.886270905E0,4.522096252E-1,9.831235823E0
2.580383417E0,4.176914062E0,-8.899593201E0,4.599934387E-1,9.841796797E0
2.590340417E0,4.168531494E0,-8.887767792E0,4.659809875E-1,9.827828316E0
2.600297417E0,4.140090637E0,-8.862171021E0,4.824467468E-1,9.793425373E0
2.610254417E0,4.104165344E0,-8.828341370E0,4.987628174E-1,9.748463923E0
2.620212417E0,4.071533203E0,-8.812624054E0,5.155279541E-1,9.721393646E0
2.630169417E0,4.073030090E0,-8.816066895E0,5.334906006E-1,9.726110313E0
2.640126417E0,4.049828339E0,-8.838520203E0,5.749543762E-1,9.739154043E0
2.650083458E0,4.026177521E0,-8.873547363E0,6.375242615E-1,9.765059417E0
2.660040458E0,4.004322968E0,-8.940158844E0,6.903643799E-1,9.820267082E0
2.669998458E0,3.991150360E0,-9.001680908E0,7.535330200E-1,9.875593774E0
2.679955458E0,3.966152344E0,-9.032067719E0,8.045768738E-1,9.897270110E0
2.689912458E0,3.905528412E0,-9.037456512E0,8.458909607E-1,9.881513240E0
2.699869458E0,3.845652924E0,-9.022337952E0,8.737330627E-1,9.846574937E0
2.709827458E0,3.794609070E0,-9.001680908E0,8.951385498E-1,9.809719170E0
2.719784458E0,3.785178680E0,-8.986562347E0,8.893006897E-1,9.791666670E0
2.729741458E0,3.803440704E0,-8.976383514E0,8.572673035E-1,9.786548391E0
2.739698458E0,3.869902496E0,-8.955576782E0,8.063731384E-1,9.789215417E0
2.749655458E0,3.973187714E0,-8.868158569E0,7.361691284E-1,9.745378495E0
