"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.737051083E0,4.309238892E0,-8.844807129E0,7.339237976E-1,9.866042627E0
2.747008083E0,4.307292938E0,-8.848100281E0,7.337741089E-1,9.868134346E0
2.756966083E0,4.302652588E0,-8.881331177E0,7.177574158E-1,9.894748025E0
2.766923083E0,4.321363678E0,-8.938811646E0,7.294331360E-1,9.955330751E0
2.776880083E0,4.329297180E0,-8.946445770E0,7.252418518E-1,9.965323966E0
2.786837083E0,4.315226440E0,-8.896749115E0,7.207511902E-1,9.914272859E0
2.796794083E0,4.304897919E0,-8.867859192E0,6.947053528E-1,9.881988072E0
2.806751083E0,4.297862549E0,-8.826844482E0,7.006929016E-1,9.842549291E0
2.816709083E0,4.287084961E0,-8.810378723E0,6.920109558E-1,9.822461498E0
2.826666083E0,4.263733521E0,-8.825197906E0,6.810836792E-1,9.824836721E0
2.836623083E0,4.265080719E0,-8.858578491E0,6.788383484E-1,9.855259912E0
2.846580083E0,4.271217957E0,-8.867559814E0,6.899153137E-1,9.866757473E0
2.856537083E0,4.280947723E0,-8.837173004E0,7.045848083E-1,9.844723453E0
2.866494083E0,4.281247101E0,-8.846304016E0,6.924600220E-1,9.852191247E0
2.876452083E0,4.279450836E0,-8.850195923E0,7.077282715E-1,9.855990394E0
2.886409083E0,4.269122314E0,-8.845405884E0,7.168592834E-1,9.847867679E0
2.896366083E0,4.259542236E0,-8.839568024E0,7.098239136E-1,9.837962843E0
2.906323083E0,4.263733521E0,-8.823701019E0,7.370672607E-1,9.827532313E0
2.916280083E0,4.266577606E0,-8.807534637E0,7.327262878E-1,9.813930847E0
2.926237083E0,4.267625427E0,-8.761729889E0,7.349716187E-1,9.773470249E0
2.936195083E0,4.282294922E0,-8.754844208E0,7.511380005E-1,9.774945278E0
2.946152083E0,4.282743988E0,-8.749605103E0,7.551795959E-1,9.770761574E0
2.956109083E0,4.303700409E0,-8.744515686E0,7.620652771E-1,9.775946772E0
2.966066083E0,4.314328308E0,-8.766070862E0,7.708969116E-1,9.800597388E0
2.976023083E0,4.318220215E0,-8.744815063E0,7.834707642E-1,9.784305941E0
2.985980083E0,4.320764923E0,-8.733139343E0,7.791297913E-1,9.774649638E0
2.995937083E0,4.322261810E0,-8.713829498E0,7.735913086E-1,9.757623440E0
3.005895083E0,4.343517609E0,-8.742420044E0,7.704478455E-1,9.792325736E0
3.015852083E0,4.321064301E0,-8.797355804E0,7.632627869E-1,9.830952951E0
3.025809083E0,4.289030914E0,-8.810678101E0,7.932005310E-1,9.831225857E0
3.035766083E0,4.278403015E0,-8.825646973E0,7.882608032E-1,9.839620518E0
3.045723083E0,4.281546478E0,-8.819809113E0,7.601193237E-1,9.833537228E0
3.055680083E0,4.286186829E0,-8.772208099E0,7.454498291E-1,9.791768375E0
3.065638083E0,4.306095428E0,-8.748706970E0,7.363188171E-1,9.778777883E0
3.075595083E0,4.307143250E0,-8.773106232E0,7.249424744E-1,9.800225381E0
3.085552083E0,4.291875000E0,-8.784332886E0,7.500901794E-1,9.805474519E0
3.095509083E0,4.282893677E0,-8.778495026E0,7.475454712E-1,9.796120528E0
3.105466083E0,4.278403015E0,-8.778195648E0,7.212002563E-1,9.791914063E0
3.115423083E0,4.274810486E0,-8.782686310E0,6.991960144E-1,9.792775836E0
3.125381083E0,4.271367645E0,-8.757987671E0,7.222480774E-1,9.770802009E0
3.135338083E0,4.269272003E0,-8.774902496E0,7.424560547E-1,9.786564170E0
3.145295083E0,4.260140991E0,-8.784931641E0,7.381150818E-1,9.791253192E0
3.155252083E0,4.261488190E0,-8.785829773E0,7.385641479E-1,9.792679071E0
3.165209083E0,4.262985077E0,-8.789571991E0,7.339237976E-1,9.796339198E0
3.175166083E0,4.265829163E0,-8.809330902E0,7.565267944E-1,9.817023081E0
3.185124083E0,4.272714844E0,-8.800948334E0,7.650590515E-1,9.813159484E0
