"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.310240167E0,3.973786469E0,-8.840166779E0,4.897814941E-1,9.704607848E0
2.320197167E0,3.959416351E0,-8.836574249E0,4.975653076E-1,9.695854451E0
2.330154167E0,3.976480865E0,-8.837622070E0,5.057981873E-1,9.704215359E0
2.340111167E0,4.023932190E0,-8.839418335E0,5.104385376E-1,9.725630790E0
2.350069167E0,4.159101105E0,-8.839118958E0,5.358856201E-1,9.783420636E0
2.360026167E0,4.259093170E0,-8.849447479E0,5.471122742E-1,9.836255749E0
2.369983167E0,4.312831421E0,-8.853339386E0,5.700146484E-1,9.864433580E0
2.379940167E0,4.356390839E0,-8.845256195E0,5.852828979E-1,9.877208835E0
2.389897167E0,4.374353485E0,-8.828640747E0,5.858816528E-1,9.870315252E0
2.399855167E0,4.387226715E0,-8.796757050E0,5.978567505E-1,9.848254949E0
2.409812167E0,4.380041656E0,-8.758287048E0,6.015989685E-1,9.810926473E0
2.419769167E0,4.385280762E0,-8.741072845E0,6.011499023E-1,9.797878498E0
2.429726167E0,4.393513641E0,-8.731492767E0,5.836363220E-1,9.791964023E0
2.439684167E0,4.398004303E0,-8.741671600E0,5.824388123E-1,9.802984198E0
2.449641167E0,4.424199829E0,-8.758137360E0,5.915698242E-1,9.829978077E0
2.459598167E0,4.432582397E0,-8.782686310E0,5.692662048E-1,9.854310201E0
2.469555167E0,4.389921112E0,-8.790769501E0,5.658233643E-1,9.842214785E0
2.479513167E0,4.292324066E0,-8.839867401E0,5.149291992E-1,9.840348248E0
2.489470167E0,4.208947449E0,-8.889414368E0,4.564009094E-1,9.846076793E0
2.499427167E0,4.196672974E0,-8.922495575E0,4.309538269E-1,9.869585226E0
2.509384167E0,4.215234375E0,-8.917855225E0,4.260140991E-1,9.873086177E0
2.519341167E0,4.228107605E0,-8.881480865E0,4.215234375E-1,9.845571507E0
2.529299167E0,4.255350952E0,-8.851992188E0,4.083508301E-1,9.830184526E0
2.539256167E0,4.275558929E0,-8.821455688E0,4.105961609E-1,9.811578560E0
2.549213167E0,4.276606750E0,-8.803043976E0,4.212240601E-1,9.795936823E0
2.559170167E0,4.278403015E0,-8.771759033E0,4.447251892E-1,9.769660659E0
2.569128167E0,4.279450836E0,-8.763077087E0,4.543052673E-1,9.762766656E0
2.579085167E0,4.284091187E0,-8.765921173E0,4.665797424E-1,9.767932635E0
2.589042167E0,4.319268036E0,-8.787775726E0,4.831951904E-1,9.803803148E0
2.598999167E0,4.333787842E0,-8.801547089E0,4.933740234E-1,9.823052791E0
2.608957167E0,4.356091461E0,-8.809480591E0,5.134323120E-1,9.841041298E0
2.618914167E0,4.373605042E0,-8.808582458E0,5.258564758E-1,9.848658336E0
2.628871167E0,4.380939789E0,-8.798104248E0,5.427713013E-1,9.843468519E0
2.638828167E0,4.377946014E0,-8.784931641E0,5.719606018E-1,9.832017807E0
2.648785167E0,4.400099945E0,-8.787027283E0,5.867797852E-1,9.844645169E0
2.658743167E0,4.415517883E0,-8.793763275E0,6.086343384E-1,9.858879575E0
2.668700167E0,4.431235199E0,-8.815168762E0,6.460565186E-1,9.887387659E0
2.678657167E0,4.486021271E0,-8.869356079E0,6.721023560E-1,9.962007111E0
